Vehicle ID,Fuel ID,Fuel Configuration ID,Manufacturer ID,Category ID,Model,Model Year,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Transmission Type,Engine Type,Engine Size,Engine Cylinder Count,Engine Description,Manufacturer,Manufacturer URL,Category,Fuel Code,Fuel,Fuel Configuration Name,Electric-Only Range,PHEV Total Range,PHEV Type,Notes,Drivetrain
12349,45,9,377,27,A8L,2019,"","","",15.0,23.0,18.0,Auto,SI,4.0L,6,4.0L V8,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,"","","","",""
12131,45,9,377,27,A8L,2019,"","","",19.0,27.0,22.0,Auto,SI,3.0L,6,3.0L V6,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,"","","","",""
12247,41,"",377,29,e-tron,2019,73.0,74.0,74.0,"","","",Auto,e-motor,141 kW and 172 kW electric motor,"","141 kW and 172 kW electric motors;
240 Ah battery",Audi,http://progress.audiusa.com/,SUV,ELEC,Electric,"",204,"","","",""
12132,45,9,377,27,Q8,2019,"","","",17.0,22.0,19.0,Auto,SI,3.0L,6,3.0L V6,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,"","","","",""
12162,57,9,211,27,530e,2019,"","",72.0,27.0,30.0,29.0,Auto,SI,2.0L,4,"2.0L I4;
83 kW electric motor",BMW,www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,16,"",Blended,"",""
12163,57,9,211,27,530e xDrive,2019,"","",67.0,27.0,31.0,28.0,Auto,SI,2.0L,4,"2.0L I4;
83 kW electric motor",BMW,www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,15,"",Blended,"",""
12164,57,9,211,27,740e xDrive,2019,"","",64.0,25.0,29.0,27.0,Auto,SI,2.0L,4,"2.0L I4;
83 kW electric motor",BMW,www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,14,"",Blended,"",""
12100,41,1,211,27,i3,2019,124.0,102.0,113.0,"","","",Auto,e-motor,135 kW electric motor,"","125 kW electric motor;
120 Ah battery",BMW,www.bmwusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,153,"","","",""
12101,41,1,211,27,i3s,2019,124.0,102.0,113.0,"","","",Auto,e-motor,135 kW electric motor,"","135 kW electric motor;
120 Ah battery",BMW,www.bmwusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,153,"","","",""
12201,57,9,211,27,i3s with Range Extender,2019,"","",100.0,30.0,31.0,31.0,Auto,SI,135 kW,"","0.6L I2;
135 kW electric motor",BMW,www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,126,"",Non-Blended,"",""
12200,57,9,211,27,i3 with Range Extender,2019,"","",100.0,30.0,31.0,31.0,Auto,SI,125 kW,"","0.6L I2;
125 kW electric motor",BMW,www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,126,"",Non-Blended,"",""
12052,57,9,211,27,i8 Coupe,2019,"","",69.0,26.0,29.0,26.0,Auto,SI,1.5L,3,"1.5L I3; 
96 kW electric motor",BMW,www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,18,"",Blended,"",""
12053,57,9,211,27,i8 Roadster,2019,"","",69.0,26.0,29.0,26.0,Auto,SI,1.5L,3,"1.5L I3; 
96 kW electric motor",BMW,www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,18,"",Blended,"",""
12048,45,9,235,27,LaCrosse Hybrid,2019,"","","",25.0,35.0,29.0,Auto,SI,2.5L,4,2.5L I4,Buick,http://www.buick.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,"","","","",""
12217,41,1,410,27,e6,2019,73.0,71.0,72.0,"","","",Auto,e-motor,75 kW electric motor,"","75 kW electric motor; 
270 Ah battery",BYD Motors,http://www.byd.com/,Sedan/Wagon,ELEC,Electric,Dedicated,187,"","","",""
12209,41,1,215,27,Bolt EV,2019,128.0,110.0,119.0,"","","","",e-motor,150 kW electric motor,"","150 kW electric motor;
171 Ah battery",Chevrolet,http://www.chevrolet.com,Sedan/Wagon,ELEC,Electric,Dedicated,238,"","","",""
12253,35,1,215,25,Colorado 2WD,2019,"","","",22.0,30.0,23.0,Auto,CI,2.8L,4,2.8L I4,Chevrolet,http://www.chevrolet.com,Pickup,BD,Biodiesel (B20),Dedicated,"","","","",""
12091,35,1,215,25,Colorado 4WD,2019,"","","",19.0,28.0,22.0,Auto,CI,2.8L,4,2.8L I4,Chevrolet,http://www.chevrolet.com,Pickup,BD,Biodiesel (B20),Dedicated,"","","","",""
12092,35,1,215,25,Colorado ZR2 4WD,2019,"","","",18.0,22.0,19.0,Auto,CI,2.8L,4,2.8L I4,Chevrolet,http://www.chevrolet.com,Pickup,BD,Biodiesel (B20),Dedicated,"","","","",""
12035,35,1,215,27,Cruze,2019,"","","",31.0,48.0,37.0,Auto,CI,1.6L,4,1.6L I4,Chevrolet,http://www.chevrolet.com,Sedan/Wagon,BD,Biodiesel (B20),Dedicated,"","","","",""
12036,35,1,215,27,Cruze Hatchback,2019,"","","",30.0,45.0,35.0,Auto,CI,1.6L,4,1.6L I4,Chevrolet,http://www.chevrolet.com,Sedan/Wagon,BD,Biodiesel (B20),Dedicated,"","","","",""
12037,35,1,215,29,Equinox AWD,2019,"","","",28.0,38.0,32.0,Auto,CI,1.6L,4,1.6L I4,Chevrolet,http://www.chevrolet.com,SUV,BD,Biodiesel (B20),Dedicated,"","","","",""
12059,35,1,215,29,Equinox FWD,2019,"","","",28.0,39.0,32.0,Auto,CI,1.6L,4,1.6L I4,Chevrolet,http://www.chevrolet.com,SUV,BD,Biodiesel (B20),Dedicated,"","","","",""
12184,3,1,215,9,Express 2500,2019,"","","","","","",Auto,SI,6.0L,8,6.0L V8,Chevrolet,http://www.chevrolet.com,Van,CNG,CNG - Compressed Natural Gas,Dedicated,"","","","GM offers a 6.0L ""prep ready"" engine for organizations wanting to convert this vehicle to natural gas operation.",""
12197,55,1,215,9,Express 2500,2019,"","","","","","",Auto,SI,6.0L,8,6.0L V8,Chevrolet,http://www.chevrolet.com,Van,LPG,Propane,Dedicated,"","","","GM offers a 6.0L ""prep ready"" engine for organizations wanting to convert this vehicle to propane operation.",""
12039,11,5,215,27,Impala,2019,14.0,20.0,16.0,18.0,28.0,22.0,Auto,SI,3.6L,6,3.6L V6,Chevrolet,http://www.chevrolet.com,Sedan/Wagon,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","","",""
12133,45,9,215,27,Malibu Hybrid,2019,"","","",49.0,43.0,46.0,Auto,SI,1.8L,4,1.8L I4,Chevrolet,http://www.chevrolet.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,"","","","",""
12196,55,1,215,25,Silverado 2500 HD 2WD/4WD,2019,"","","","","","",Auto,SI,6.0L,8,6.0L V8,Chevrolet,http://www.chevrolet.com,Pickup,LPG,Propane,Dedicated,"","","","GM offers a 6.0L ""prep ready"" engine for organizations wanting to convert this vehicle to propane operation.",""
12183,3,1,215,25,Silverado 2500 HD 2WD/4WD,2019,"","","","","","",Auto,SI,6.0L,8,6.0L V8,Chevrolet,http://www.chevrolet.com,Pickup,CNG,CNG - Compressed Natural Gas,Dedicated,"","","","GM offers a 6.0L ""prep ready"" engine for organizations wanting to convert this vehicle to natural gas operation.",""
12109,11,5,215,25,Silverado C10 2WD,2019,11.0,15.0,13.0,15.0,20.0,17.0,Auto,SI,5.3L,8,5.3L V8,Chevrolet,http://www.chevrolet.com,Pickup,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","","",""
12110,11,5,215,25,Silverado K10 4WD,2019,11.0,14.0,12.0,15.0,19.0,16.0,Auto,SI,5.3L,8,5.3L V8,Chevrolet,http://www.chevrolet.com,Pickup,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","","",""
12040,11,5,215,29,Suburban C1500 2WD,2019,11.0,17.0,13.0,15.0,22.0,18.0,Auto,SI,5.3L,8,5.3L V8,Chevrolet,http://www.chevrolet.com,SUV,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","","",""
12041,11,5,215,29,Suburban K1500 4WD,2019,11.0,16.0,12.0,14.0,21.0,16.0,Auto,SI,5.3L,8,5.3L V8,Chevrolet,http://www.chevrolet.com,SUV,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","","",""
12042,11,5,215,29,Tahoe C1500 2WD,2019,11.0,17.0,13.0,15.0,22.0,18.0,Auto,SI,5.3L,8,5.3L V8,Chevrolet,http://www.chevrolet.com,SUV,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","","",""
12043,11,5,215,29,Tahoe K1500 4WD,2019,11.0,16.0,13.0,15.0,21.0,17.0,Auto,SI,5.3L,8,5.3L V8,Chevrolet,http://www.chevrolet.com,SUV,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","","",""
12165,57,9,215,27,Volt,2019,"","",110.0,43.0,42.0,42.0,Auto,SI,1.5L,4,"1.5L I4;
48 kW & 87 kW electric motor",Chevrolet,http://www.chevrolet.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,53,"",Non-Blended,"",""
12111,11,5,223,27,300,2019,14.0,22.0,17.0,19.0,30.0,23.0,Auto,SI,3.6L,6,3.6L V6,Chrysler,http://www.chrysler.com,Sedan/Wagon,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","","",""
12112,11,5,223,27,300 AWD,2019,13.0,20.0,16.0,18.0,27.0,21.0,Auto,SI,3.6L,6,3.6L V6,Chrysler,http://www.chrysler.com,Sedan/Wagon,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","","",""
12087,57,9,223,9,Pacifica Hybrid,2019,"","",82.0,29.0,30.0,30.0,Auto,SI,3.6L,6,"3.6L V6;
89 kW electric motor",Chrysler,http://www.chrysler.com,Van,PHEV,Plug-in Hybrid Electric,Hybrid Electric,32,"",Blended,"",""
12113,11,5,225,27,Charger,2019,14.0,22.0,17.0,19.0,30.0,23.0,Auto,SI,3.6L,6,3.6L V6,Dodge,http://www.dodge.com,Sedan/Wagon,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","","",""
12254,11,5,225,9,Grand Caravan,2019,12.0,18.0,14.0,17.0,25.0,20.0,Auto,SI,3.6L,6,3.6L V6,Dodge,http://www.dodge.com,Van,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","","",""
12187,11,5,225,29,Journey,2019,12.0,18.0,14.0,17.0,25.0,19.0,Auto,SI,3.6L,6,3.6L V6,Dodge,http://www.dodge.com,SUV,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","","",""
12219,41,1,379,27,500e,2019,121.0,103.0,112.0,"","","",Auto,e-motor,82 kW electric motor,"","82 kW electric motor;
63 Ah battery",Fiat,http://www.fiatusa.com/,Sedan/Wagon,ELEC,Electric,Dedicated,84,"","","",""
12118,11,5,219,29,Escape FWD FFV,2019,15.0,22.0,18.0,21.0,29.0,24.0,Auto,SI,2.5L,4,2.5L I4,Ford,https://www.ford.com,SUV,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","","",""
11881,11,5,219,29,Explorer 2WD FFV,2019,13.0,18.0,15.0,17.0,24.0,20.0,Auto,SI,3.5L,6,3.5L V6,Ford,https://www.ford.com,SUV,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","","",""
12079,11,5,219,29,Explorer AWD FFV,2019,12.0,16.0,14.0,16.0,22.0,18.0,Auto,SI,3.5L,6,3.5L V6,Ford,https://www.ford.com,SUV,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","","",""
12234,57,9,219,25,F-150,2019,"","","","","","",Auto,"","2.7L, 3.3L",6,"2.7L V6, 3.3L V6;
XL XLP Plug-in Hybrid Electric System",Ford,https://www.ford.com,Pickup,PHEV,Plug-in Hybrid Electric,Hybrid Electric,"","",Blended,"This vehicle is available with a plug-in hybrid electric power train developed and installed by XL, an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",""
12245,55,1,219,25,F-150,2019,"","","","","","",Auto,SI,5.0L,8,5.0L V8,Ford,https://www.ford.com,Pickup,LPG,Propane,Dedicated,"","","","Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on propane for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",""
12093,35,1,219,25,F-150 2WD,2019,"","","",22.0,30.0,25.0,Auto,CI,3.0L,6,3.0L V6,Ford,https://www.ford.com,Pickup,BD,Biodiesel (B20),Dedicated,"","","","",""
12226,3,1,219,25,F-150 2WD/4WD,2019,"","","","","","",Auto,SI,5.0L,8,5.0L V8,Ford,https://www.ford.com,Pickup,CNG,CNG - Compressed Natural Gas,Dedicated,"","","","Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on CNG for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",""
12115,11,5,219,25,F-150 2WD FFV,2019,12.0,17.0,13.0,17.0,23.0,19.0,Auto,SI,5.0L,8,5.0L V8,Ford,https://www.ford.com,Pickup,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","","",""
12114,11,5,219,25,F-150 2WD FFV,2019,14.0,19.0,16.0,19.0,25.0,22.0,Auto,SI,3.3L,6,3.3L V6,Ford,https://www.ford.com,Pickup,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","","",""
12094,35,1,219,25,F-150 4WD,2019,"","","",20.0,25.0,22.0,Auto,CI,3.0L,6,3.0L V6,Ford,https://www.ford.com,Pickup,BD,Biodiesel (B20),Dedicated,"","","","",""
12117,11,5,219,25,F-150 4WD FFV,2019,12.0,15.0,13.0,16.0,22.0,18.0,Auto,SI,5.0L,8,5.0L V8,Ford,https://www.ford.com,Pickup,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","","",""
12116,11,5,219,25,F-150 4WD FFV,2019,13.0,17.0,15.0,18.0,23.0,20.0,Auto,SI,3.3L,6,3.3L V6,Ford,https://www.ford.com,Pickup,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","","",""
12095,35,1,219,25,F-150 4WD XL/XLT,2019,"","","",21.0,28.0,24.0,Auto,CI,3.0L,6,3.0L V6,Ford,https://www.ford.com,Pickup,BD,Biodiesel (B20),Dedicated,"","","","",""
12088,57,9,219,27,Fusion Energi Plug in Hybrid FWD,2019,"","",103.0,43.0,40.0,42.0,Auto,SI,2.0L,4,"2.0L I4;
68 kW electric motor",Ford,https://www.ford.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,26,"",Blended,"",""
12135,45,9,219,27,Fusion Hybrid FWD,2019,"","","",43.0,41.0,42.0,Auto,SI,2.0L I4,4,2.0L I4,Ford,https://www.ford.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,"","","","",""
12134,45,9,219,27,Fusion Hybrid TAXI,2019,"","","",43.0,40.0,41.0,Auto,SI,2.0L I4,4,2.0L I4,Ford,https://www.ford.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,"","","","",""
12213,57,9,219,27,Fusion Special Service Vehicle PHEV,2019,"","",102.0,43.0,40.0,42.0,Auto,SI,2.0L,4,"2.0L I4;
68 kW electric motor",Ford,https://www.ford.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,26,"",Blended,"",""
12227,11,5,219,25,Super Duty F-250,2019,"","","","","","",Auto,SI,6.2L,8,6.2L V8,Ford,https://www.ford.com,Pickup,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","","",""
12214,35,1,219,25,Super Duty F-250 2WD/4WD,2019,"","","","","","",Auto,CI,6.7L,8,6.7L V8,Ford,https://www.ford.com,Pickup,BD,Biodiesel (B20),Dedicated,"","","","",""
12244,55,1,219,25,Super Duty F-250 2WD/4WD,2019,"","","","","","",Auto,SI,6.2L,8,6.2L V8,Ford,https://www.ford.com,Pickup,LPG,Propane,Dedicated,"","","","Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on propane for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",""
12225,3,1,219,25,Super Duty F-250 2WD/4WD,2019,"","","","","","",Auto,SI,6.2L,8,6.2L V8,Ford,https://www.ford.com,Pickup,CNG,CNG - Compressed Natural Gas,Dedicated,"","","","Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on CNG for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",""
12235,57,9,219,25,Super Duty F-250 2WD/4WD,2019,"","","","","","",Auto,SI,6.2L,8,"6.2L V8;
XL XLP Plug-in Hybrid Electric System",Ford,https://www.ford.com,Pickup,PHEV,Plug-in Hybrid Electric,Hybrid Electric,"","",Blended,"This vehicle is available with a plug-in hybrid electric power train developed and installed by XL, an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",""
12228,45,9,219,25,Super Duty F-250 2WD/4WD,2019,"","","","","","",Auto,SI,6.2L V8,8,"6.2L V8; 
XL XLH hybrid drive system",Ford,https://www.ford.com,Pickup,HYBR,Hybrid Electric,Hybrid Electric,"","","","This vehicle is available with a hybrid electric power train developed and installed by XL, an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",""
12078,11,5,219,27,Taurus AWD FFV,2019,13.0,18.0,15.0,17.0,24.0,19.0,Auto,SI,3.5L,6,3.5L V6,Ford,https://www.ford.com,Sedan/Wagon,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","","",""
12077,11,5,219,27,Taurus FWD FFV,2019,13.0,19.0,15.0,18.0,26.0,21.0,Auto,SI,3.5L,6,3.5L V6,Ford,https://www.ford.com,Sedan/Wagon,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","","",""
12062,11,5,219,9,Transit Connect Van FFV,2019,18.0,20.0,19.0,24.0,27.0,25.0,Auto,SI,2.0L,4,2.0L I4,Ford,https://www.ford.com,Van,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","",This vehicle is only available in certain states. See dealer for details.,""
12224,3,1,219,9,Transit Connect Van/Wagon,2019,"","","","","","",Auto,SI,2.5L,4,2.5L I4,Ford,https://www.ford.com,Van,CNG,CNG - Compressed Natural Gas,Dedicated,"","","","Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on CNG for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",""
12216,35,1,219,9,Transit Connect Van/Wagon,2019,"","","","","","",Auto,CI,1.5L,4,1.5L I4,Ford,https://www.ford.com,Van,BD,Biodiesel (B20),Dedicated,"","","","",""
12063,11,5,219,9,Transit Connect Wagon FFV,2019,17.0,21.0,19.0,19.0,27.0,22.0,Auto,SI,2.0L,4,2.0L I4,Ford,https://www.ford.com,Van,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","",This vehicle is only available in certain states. See dealer for details.,""
12076,11,5,219,9,Transit T150 Wagon FFV,2019,10.0,13.0,11.0,14.0,18.0,15.0,Auto,SI,3.7L,"",3.7L V6,Ford,https://www.ford.com,Van,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","",Available for government order only.,""
12246,41,1,219,9,Transit Van/Wagon,2019,"","","","","","",Auto,e-motor,160 kW electric motor,"","160 kW electric motor;
43 kWh battery",Ford,https://www.ford.com,Van,ELEC,Electric,Dedicated,60,"","","This vehicle is available with an electric power train developed and installed by Lightning Systems, an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",""
12243,55,1,219,9,Transit Van/Wagon,2019,"","","","","","",Auto,SI,3.7L,6,3.7L V6,Ford,https://www.ford.com,Van,LPG,Propane,Dedicated,"","","","Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on propane for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",""
12220,41,1,219,9,Transit Van/Wagon,2019,"","","","","","",Auto,e-motor,160 kW electric motor,"","160 kW electric motor;
86 kWh battery",Ford,https://www.ford.com,Van,ELEC,Electric,Dedicated,120,"","","This vehicle is available with an electric power train developed and installed by Lightning Systems, an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",""
12215,35,1,219,9,Transit Van/Wagon,2019,"","","","","","",Auto,CI,3.2L,5,3.2L I5,Ford,https://www.ford.com,Van,BD,Biodiesel (B20),Dedicated,"","","","",""
12229,45,9,219,9,Transit Van/Wagon,2019,"","","","","","",Auto,SI,"3.5L V6, 3.7L V6; ",6,"3.5L V6, 3.7L V6;
XL XLH hybrid drive system",Ford,https://www.ford.com,Van,HYBR,Hybrid Electric,Hybrid Electric,"","","","This vehicle is available with a hybrid electric power train developed and installed by XL, an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",""
12202,35,1,213,25,Canyon 2WD,2019,"","","",20.0,30.0,23.0,Auto,CI,2.8L,4,2.8L I4,GMC,http://www.gmc.com,Pickup,BD,Biodiesel (B20),Dedicated,"","","","",""
12096,35,1,213,25,Canyon 4WD,2019,"","","",19.0,28.0,22.0,Auto,CI,2.8L,4,2.8L I4,GMC,http://www.gmc.com,Pickup,BD,Biodiesel (B20),Dedicated,"","","","",""
12198,55,1,213,9,Savana 2500,2019,"","","","","","",Auto,SI,6.0L,8,6.0L V8,GMC,http://www.gmc.com,Van,LPG,Propane,Dedicated,"","","","GM offers a 6.0L ""prep ready"" engine for organizations wanting to convert this vehicle to propane operation.",""
12188,11,1,213,9,Savana 2500,2019,"","","","","","",Auto,SI,6.0L,8,6.0L V8,GMC,http://www.gmc.com,Van,E85_GSLN,Ethanol (E85),Dedicated,"","","","",""
12186,3,1,213,9,Savana 2500,2019,"","","","","","",Auto,SI,6.0L,8,6.0L V8,GMC,http://www.gmc.com,Van,CNG,CNG - Compressed Natural Gas,Dedicated,"","","","GM offers a 6.0L ""prep ready"" engine for organizations wanting to convert this vehicle to natural gas operation.",""
12121,11,5,213,25,Sierra 2500 HD 2WD/4WD,2019,"","","","","","",Auto,SI,6.0L,8,6.0L V8,GMC,http://www.gmc.com,Pickup,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","","",""
12199,55,5,213,25,Sierra 2500 HD 2WD/4WD,2019,"","","","","","",Auto,SI,6.0L,8,6.0L V8,GMC,http://www.gmc.com,Pickup,LPG,Propane,Flexible Fuel,"","","","GM offers a 6.0L ""prep ready"" engine for organizations wanting to convert this vehicle to propane operation.",""
12185,3,5,213,25,Sierra 2500 HD 2WD/4WD,2019,"","","","","","",Auto,SI,6.0L,8,6.0L V8,GMC,http://www.gmc.com,Pickup,CNG,CNG - Compressed Natural Gas,Flexible Fuel,"","","","GM offers a 6.0L ""prep ready"" engine for organizations wanting to convert this vehicle to natural gas operation.",""
12119,11,5,213,25,Sierra K10 2WD,2019,11.0,15.0,13.0,15.0,20.0,17.0,Auto,SI,5.3L,8,5.3L V8,GMC,http://www.gmc.com,Pickup,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","","",""
12120,11,5,213,25,Sierra K10 4WD,2019,11.0,14.0,12.0,15.0,19.0,16.0,Auto,SI,5.3L,8,5.3L V8,GMC,http://www.gmc.com,Pickup,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","","",""
12038,35,1,213,29,Terrain AWD,2019,"","","",28.0,38.0,32.0,Auto,CI,1.6L,4,1.6L I4,GMC,http://www.gmc.com,SUV,BD,Biodiesel (B20),Dedicated,"","","","",""
12060,35,1,213,29,Terrain FWD,2019,"","","",28.0,39.0,32.0,Auto,CI,1.6L,4,1.6L I4,GMC,http://www.gmc.com,SUV,BD,Biodiesel (B20),Dedicated,"","","","",""
12044,11,5,213,29,Yukon C1500 2WD,2019,11.0,17.0,13.0,15.0,22.0,18.0,Auto,SI,5.3L,8,5.3L V8,GMC,http://www.gmc.com,SUV,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","","",""
12046,11,5,213,29,Yukon K1500 4WD,2019,11.0,16.0,13.0,15.0,21.0,17.0,Auto,SI,5.3L,8,5.3L V8,GMC,http://www.gmc.com,SUV,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","","",""
12047,11,5,213,29,Yukon K1500 XL 4WD,2019,11.0,16.0,12.0,14.0,21.0,16.0,Auto,SI,5.3L,8,5.3L V8,GMC,http://www.gmc.com,SUV,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","","",""
12045,11,5,213,29,Yukon XL C1500 2WD,2019,11.0,17.0,13.0,15.0,22.0,18.0,Auto,SI,5.3L,8,5.3L V8,GMC,http://www.gmc.com,SUV,E85_GSLN,Ethanol (E85),Flexible Fuel,"","","","",""
12136,45,9,209,27,Accord Hybrid,2019,"","","",48.0,48.0,48.0,Auto,SI,2.0L,4,2.0L I4,Honda,http://automobiles.honda.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,"","","","",""
12170,41,1,209,27,Clarity,2019,126.0,103.0,114.0,"","","",Auto,e-motor,120 kW electric motor,"","120 kW electric motor; 
82 Ah battery",Honda,http://automobiles.honda.com,Sedan/Wagon,ELEC,Electric,Dedicated,89,"","","",""
12252,9,1,209,27,Clarity,2019,68.0,67.0,68.0,"","","",Auto,SI,130 kW electric motor,"","130 kW electric motor;
346 V Lithium Ion battery",Honda,http://automobiles.honda.com,Sedan/Wagon,H2,Hydrogen Fuel Cell,Dedicated,"","","","",""
12194,57,9,209,27,Clarity PHEV,2019,"","",110.0,44.0,40.0,42.0,Auto,SI,1.5L,4,"1.5L I4;
135 kW electric motor",Honda,http://automobiles.honda.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,48,"",Blended,"",""
12067,45,9,209,27,Insight,2019,"","","",55.0,49.0,52.0,Auto,SI,1.5L,4,1.5L I4,Honda,http://automobiles.honda.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,"","","","",""
12068,45,9,209,27,Insight Touring,2019,"","","",51.0,45.0,48.0,Auto,SI,1.5L,4,1.5L I4,Honda,http://automobiles.honda.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,"","","","",""
12137,45,9,351,27,Ioniq,2019,"","","",55.0,54.0,55.0,Auto,SI,1.6L,4,1.6L I4,Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,"","","","",""
12138,45,9,351,27,Ioniq Blue,2019,"","","",57.0,59.0,58.0,Auto,SI,1.6L,4,1.6L I4,Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,"","","","",""
12061,41,1,351,27,Ioniq Electric,2019,150.0,122.0,136.0,"","","",Auto,e-motor,88 kW electric motor,"","88 kW electric motor;
78 Ah battery",Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,ELEC,Electric,Dedicated,124,"","","",""
12089,57,9,351,27,Ioniq Plug-in Hybrid,2019,"","",119.0,53.0,52.0,52.0,Auto,SI,1.6L,4,"1.6L I4;
32 kW electric motor",Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,29,"",Blended,"",""
