Category,Model,Model Year,Manufacturer,Fuel,All-Electric Range,PHEV Total Range,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Transmission Type,Transmission Make,Engine Type,Engine Size,Engine Cylinder Count,Number of Passengers,Heavy-Duty Power System,Notes,Drivetrain
SUV,Sorento Hybrid AWD,2022,Kia,Hybrid Electric,,,,,,36.0,33.0,35.0,Auto,,SI,1.6L,4,,,"",AWD
SUV,Sorento Hybrid FWD,2022,Kia,Hybrid Electric,,,,,,39.0,35.0,37.0,Auto,,SI,1.6L,4,,,"",FWD
SUV,Sorento Plug-in Hybrid,2022,Kia,Plug-in Hybrid Electric,32,460,,,79.0,35.0,33.0,34.0,Auto,,SI,1.6L,4,,,"",AWD
SUV,Defender 110 MHEV,2022,Land Rover,Hybrid Electric,,,,,,17.0,22.0,19.0,Auto,,SI,3.0L,6,,,"",4WD
SUV,Defender 90 MHEV,2022,Land Rover,Hybrid Electric,,,,,,17.0,22.0,19.0,Auto,,SI,3.0L,6,,,"",4WD
SUV,Discovery MHEV,2022,Land Rover,Hybrid Electric,,,,,,18.0,24.0,21.0,Auto,,SI,3.0L,6,,,"",AWD
SUV,New Range Rover P360 LWB MHEV,2022,Land Rover,Hybrid Electric,,,,,,18.0,26.0,21.0,Auto,,SI,3.0L,6,,,"",4WD
SUV,New Range Rover P360 MHEV,2022,Land Rover,Hybrid Electric,,,,,,18.0,26.0,21.0,Auto,,SI,3.0L,6,,,"",4WD
SUV,New Range Rover P400 LWB MHEV,2022,Land Rover,Hybrid Electric,,,,,,18.0,26.0,21.0,Auto,,SI,3.0L,6,,,"",4WD
SUV,New Range Rover P400 MHEV,2022,Land Rover,Hybrid Electric,,,,,,18.0,26.0,21.0,Auto,,SI,3.0L,6,,,"",4WD
SUV,Range Rover Evoque MHEV,2022,Land Rover,Hybrid Electric,,,,,,21.0,26.0,23.0,Auto,,SI,2.0L,4,,,"",4WD
SUV,Range Rover P360 MHEV,2022,Land Rover,Hybrid Electric,,,,,,18.0,23.0,20.0,Auto,,SI,3.0L,6,,,"",4WD
SUV,Range Rover P400 MHEV,2022,Land Rover,Hybrid Electric,,,,,,18.0,23.0,20.0,Auto,,SI,3.0L,6,,,"",4WD
SUV,Range Rover Sport P360 MHEV,2022,Land Rover,Hybrid Electric,,,,,,19.0,24.0,21.0,Auto,,SI,3.0L,6,,,"",4WD
SUV,Range Rover Sport P400 MHEV,2022,Land Rover,Hybrid Electric,,,,,,19.0,24.0,21.0,Auto,,SI,3.0L,6,,,"",4WD
SUV,Range Rover Sport PHEV,2022,Land Rover,Plug-in Hybrid Electric,19,480,,,42.0,18.0,21.0,19.0,Auto,,CI,2.0L,4,,,"",4WD
SUV,Range Rover Velar P340 MHEV,2022,Land Rover,Hybrid Electric,,,,,,20.0,26.0,22.0,Auto,,SI,3.0L,6,,,"",4WD
SUV,Range Rover Velar P400 MHEV,2022,Land Rover,Hybrid Electric,,,,,,19.0,25.0,21.0,Auto,,SI,3.0L,6,,,"",4WD
Sedan/Wagon,ES 300h,2022,Lexus,Hybrid Electric,,,,,,43.0,44.0,44.0,Auto,,SI,2.5L,4,,,"",FWD
Sedan/Wagon,LC 500h,2022,Lexus,Hybrid Electric,,,,,,26.0,34.0,29.0,Auto,,SI,3.5L,6,,,"",RWD
Sedan/Wagon,LS 500h AWD,2022,Lexus,Hybrid Electric,,,,,,22.0,29.0,25.0,Auto,,SI,3.5L,6,,,"",AWD
SUV,NX 350h AWD,2022,Lexus,Hybrid Electric,,,,,,41.0,37.0,39.0,Auto,,SI,2.5L,4,,,"",AWD
SUV,NX 450+ AWD,2022,Lexus,Plug-in Hybrid Electric,37,550,,,84.0,38.0,33.0,36.0,Auto,,SI,2.5L,4,,,"",AWD
SUV,RX 450h AWD,2022,Lexus,Hybrid Electric,,,,,,31.0,28.0,30.0,Auto,,SI,3.5L,6,,,"",AWD
SUV,RX 450h L AWD,2022,Lexus,Hybrid Electric,,,,,,29.0,28.0,29.0,Auto,,SI,3.5L,6,,,"",AWD
Sedan/Wagon,UX 250h,2022,Lexus,Hybrid Electric,,,,,,43.0,41.0,42.0,Auto,,SI,2.0L,4,,,"",FWD
Sedan/Wagon,UX 250h AWD,2022,Lexus,Hybrid Electric,,,,,,41.0,38.0,39.0,Auto,,SI,2.0L,4,,,"",AWD
SUV,Aviator AWD PHEV,2022,Lincoln,Plug-in Hybrid Electric,21,460,,,56.0,22.0,25.0,23.0,Auto,,SI,3.0L,6,,,"",AWD
SUV,Corsair AWD PHEV,2022,Lincoln,Plug-in Hybrid Electric,28,430,,,78.0,34.0,32.0,33.0,Auto,,SI,2.5L,4,,,"",Part-Time 4WD
Sedan/Wagon,"Air Dream P AWD w/19"" wheels",2022,"Lucid USA, Inc.",Electric,471,,117.0,114.0,116.0,,,,Auto,,e-motor,370kW and 459kW electric motors,,,,"",AWD
Sedan/Wagon,"Air Dream P AWD w/21"" wheels",2022,"Lucid USA, Inc.",Electric,451,,110.0,111.0,111.0,,,,Auto,,e-motor,370kW and 459kW electric motors,,,,"",AWD
Sedan/Wagon,"Air Dream R AWD w/19"" wheels",2022,"Lucid USA, Inc.",Electric,520,,126.0,125.0,125.0,,,,Auto,,e-motor,198kW and 498kW electric motors,,,,"",AWD
Sedan/Wagon,"Air Dream R AWD w/21"" wheels",2022,"Lucid USA, Inc.",Electric,481,,115.0,117.0,116.0,,,,Auto,,e-motor,198kW and 498kW electric motors,,,,"",AWD
Sedan/Wagon,"Air G Touring AWD w/19"" wheels",2022,"Lucid USA, Inc.",Electric,516,,130.0,132.0,131.0,,,,Auto,,e-motor,178kW and 433kW electric motors,,,,"",AWD
Sedan/Wagon,"Air G Touring AWD w/21"" wheels",2022,"Lucid USA, Inc.",Electric,469,,121.0,122.0,121.0,,,,Auto,,e-motor,178kW and 433kW electric motors,,,,"",AWD
Sedan/Wagon,MX-30,2022,Mazda,Electric,100,,98.0,85.0,92.0,,,,"",,e-motor,81 kW electric motor,,,,"",FWD
Sedan/Wagon,AMG E53 4MATIC+,2022,Mercedes-Benz,Hybrid Electric,,,,,,21.0,29.0,24.0,Auto,,SI,3.0L,6,,,"",AWD
Sedan/Wagon,AMG E53 4MATIC+ (Convertible),2022,Mercedes-Benz,Hybrid Electric,,,,,,20.0,28.0,23.0,Auto,,SI,3.0L,6,,,"",AWD
Sedan/Wagon,AMG E53 4MATIC+ (Coupe),2022,Mercedes-Benz,Hybrid Electric,,,,,,20.0,28.0,23.0,Auto,,SI,3.0L,6,,,"",AWD
SUV,AMG GLE 53 4MATIC+,2022,Mercedes-Benz,Hybrid Electric,,,,,,18.0,22.0,19.0,Auto,,SI,3.0L,6,,,"",AWD
SUV,AMG GLE 53 4MATIC+ (Coupe),2022,Mercedes-Benz,Hybrid Electric,,,,,,17.0,21.0,19.0,Auto,,SI,3.0L,6,,,"",AWD
SUV,AMG GLE 63 4MATIC+,2022,Mercedes-Benz,Hybrid Electric,,,,,,14.0,18.0,15.0,Auto,,SI,4.0L,8,,,"",AWD
SUV,AMG GLE 63 S 4MATIC+,2022,Mercedes-Benz,Hybrid Electric,,,,,,15.0,19.0,16.0,Auto,,SI,4.0L,8,,,"",AWD
SUV,AMG GLE 63 S 4MATIC+ (coupe),2022,Mercedes-Benz,Hybrid Electric,,,,,,15.0,19.0,16.0,Auto,,SI,4.0L,8,,,"",AWD
Sedan/Wagon,AMG GT 43 4MATIC+,2022,Mercedes-Benz,Hybrid Electric,,,,,,19.0,25.0,21.0,Auto,,SI,3.0L,6,,,"",AWD
Sedan/Wagon,AMG GT 53 4MATIC+,2022,Mercedes-Benz,Hybrid Electric,,,,,,19.0,25.0,21.0,Auto,,SI,3.0L,6,,,"",AWD
Sedan/Wagon,C 300,2022,Mercedes-Benz,Hybrid Electric,,,,,,25.0,35.0,29.0,Auto,,SI,2.0L,4,,,"",RWD
Sedan/Wagon,C 300 4MATIC,2022,Mercedes-Benz,Hybrid Electric,,,,,,23.0,33.0,27.0,Auto,,SI,2.0L,4,,,"",AWD
Sedan/Wagon,CLS 450 4MATIC,2022,Mercedes-Benz,Hybrid Electric,,,,,,22.0,30.0,25.0,Auto,,SI,3.0L,6,,,"",AWD
Sedan/Wagon,E 450 4MATIC,2022,Mercedes-Benz,Hybrid Electric,,,,,,23.0,30.0,25.0,Auto,,SI,3.0L,6,,,"",AWD
Sedan/Wagon,E 450 4MATIC All-Terrain (wagon),2022,Mercedes-Benz,Hybrid Electric,,,,,,21.0,28.0,24.0,Auto,,SI,3.0L,6,,,"",AWD
Sedan/Wagon,E 450 4MATIC (Convertible),2022,Mercedes-Benz,Hybrid Electric,,,,,,22.0,29.0,24.0,Auto,,SI,3.0L,6,,,"",AWD
Sedan/Wagon,E 450 4MATIC (Coupe),2022,Mercedes-Benz,Hybrid Electric,,,,,,22.0,29.0,24.0,Auto,,SI,3.0L,6,,,"",AWD
Sedan/Wagon,E 450 (Convertible),2022,Mercedes-Benz,Hybrid Electric,,,,,,22.0,29.0,25.0,Auto,,SI,3.0L,6,,,"",RWD
Sedan/Wagon,E 450 (Coupe),2022,Mercedes-Benz,Hybrid Electric,,,,,,22.0,29.0,25.0,Auto,,SI,3.0L,6,,,"",RWD
Sedan/Wagon,EQS450+,2022,Mercedes-Benz,Electric,350,,97.0,97.0,97.0,,,,Auto,,e-motor,245 kW electric motor,,,,"",RWD
Sedan/Wagon,EQS 580 4MATIC,2022,Mercedes-Benz,Electric,340,,92.0,99.0,95.0,,,,Auto,,e-motor,135 and 255 kW electric motors,,,,"",AWD
SUV,GLE 450 4MATIC,2022,Mercedes-Benz,Hybrid Electric,,,,,,20.0,26.0,22.0,Auto,,SI,3.0L,6,,,Includes Gasoline Particulate Filter,AWD
SUV,GLE 450 4MATIC,2022,Mercedes-Benz,Hybrid Electric,,,,,,20.0,25.0,22.0,Auto,,SI,3.0L,6,,,"",AWD
SUV,GLE 580 4MATIC,2022,Mercedes-Benz,Hybrid Electric,,,,,,16.0,21.0,18.0,Auto,,SI,4.0L,8,,,"",AWD
SUV,GLS 450 4MATIC,2022,Mercedes-Benz,Hybrid Electric,,,,,,18.0,24.0,20.0,Auto,,SI,3.0L,6,,,"",AWD
SUV,GLS 580 4MATIC,2022,Mercedes-Benz,Hybrid Electric,,,,,,16.0,21.0,18.0,Auto,,SI,4.0L,8,,,"",AWD
SUV,GLS 600 4MATIC Maybach,2022,Mercedes-Benz,Hybrid Electric,,,,,,14.0,20.0,17.0,Auto,,SI,4.0L,8,,,"",AWD
Sedan/Wagon,S 500 4MATIC,2022,Mercedes-Benz,Hybrid Electric,,,,,,21.0,30.0,24.0,Auto,,SI,3.0L,6,,,"",AWD
Sedan/Wagon,S 580 4MATIC,2022,Mercedes-Benz,Hybrid Electric,,,,,,16.0,25.0,19.0,Auto,,SI,4.0L,8,,,"",AWD
Sedan/Wagon,S 580 4MATIC Maybach,2022,Mercedes-Benz,Hybrid Electric,,,,,,15.0,24.0,18.0,Auto,,SI,4.0L,8,,,"",AWD
Sedan/Wagon,Cooper SE Countryman ALL4,2022,Mini,Plug-in Hybrid Electric,18,300,,,73.0,29.0,30.0,29.0,Auto,,SI,1.5L,3,,,"",AWD
Sedan/Wagon,Cooper SE Hardtop 2 door,2022,Mini,Electric,114,,119.0,100.0,110.0,,,,Auto,,e-motor,135 kW electric motor,,,,"",FWD
SUV,Outlander PHEV,2022,Mitsubishi,Plug-in Hybrid Electric,24,320,,,74.0,26.0,26.0,26.0,Auto,,SI,2.4L,4,,,"",AWD
Sedan/Wagon,Leaf (40 kWh battery pack),2022,Nissan,Electric,149,,123.0,99.0,111.0,,,,Auto,,e-motor,110 kW electric motor,,,,"",FWD
Sedan/Wagon,Leaf (62 kWh battery pack),2022,Nissan,Electric,226,,118.0,97.0,108.0,,,,Auto,,e-motor,160 kW electric motor,,,,"",FWD
Sedan/Wagon,Leaf SV/SL (62 kWh battery pack),2022,Nissan,Electric,215,,114.0,94.0,104.0,,,,Auto,,e-motor,160 kW electric motor,,,,"",FWD
Sedan/Wagon,Polestar 2 (Dual Motor),2022,Polestar Automotive USA,Electric,249,,94.0,84.0,89.0,,,,Auto,,e-motor,150kW electric motors (X2),,,,"",AWD
Sedan/Wagon,Polestar 2 (Single Motor),2022,Polestar Automotive USA,Electric,270,,113.0,100.0,107.0,,,,Auto,,e-motor,170kW electric motor,,,,"",FWD
SUV,Cayenne/Coupe/Platinum e-Hybrid,2022,Porsche,Plug-in Hybrid Electric,17,430,,,46.0,20.0,22.0,21.0,Auto,,SI,3.0L ,6,,,"",AWD
SUV,Cayenne Turbo S/Coupe e-Hybrid ,2022,Porsche,Plug-in Hybrid Electric,15,370,,,42.0,17.0,20.0,18.0,Auto,,SI,4.0L,8,,,"",AWD
Sedan/Wagon,Panamera 4 E-Hybrid Executive,2022,Porsche,Plug-in Hybrid Electric,19,480,,,52.0,21.0,24.0,22.0,Auto,,SI,2.9L,6,,,"",AWD
Sedan/Wagon,Panamera 4S E-Hybrid Executive,2022,Porsche,Plug-in Hybrid Electric,19,480,,,50.0,21.0,23.0,22.0,Auto,,SI,2.9L,6,,,"",AWD
Sedan/Wagon,Panamera Turbo S E-Hybrid Executive/ST,2022,Porsche,Plug-in Hybrid Electric,17,430,,,48.0,18.0,22.0,19.0,Auto,,SI,4.0L,8,,,"",AWD
Sedan/Wagon,Taycan 4 Cross Turismo,2022,Porsche,Electric,215,,76.0,77.0,76.0,,,,Auto,,e-motor,175 and 320 kW electric motors,,,,"",AWD
Sedan/Wagon,Taycan 4S Cross Turismo,2022,Porsche,Electric,215,,75.0,75.0,75.0,,,,Auto,,e-motor,175 and 320 kW electric motors,,,,"",AWD
Sedan/Wagon,Taycan 4S Perf Battery,2022,Porsche,Electric,199,,79.0,80.0,79.0,,,,Auto,,e-motor,150 and 270 kW electric motors,,,,"",AWD
Sedan/Wagon,Taycan 4S Perf Battery Plus,2022,Porsche,Electric,227,,72.0,81.0,77.0,,,,Auto,,e-motor,175 and 320 kW electric motors,,,,"",AWD
Sedan/Wagon,Taycan Perf Battery,2022,Porsche,Electric,200,,76.0,84.0,79.0,,,,Auto,,e-motor,240 kW electric motor,,,,"",AWD
Sedan/Wagon,Taycan Perf Battery Plus,2022,Porsche,Electric,225,,71.0,80.0,75.0,,,,Auto,,e-motor,280 kW electric motor,,,,"",AWD
Sedan/Wagon,Taycan Turbo,2022,Porsche,Electric,212,,71.0,75.0,73.0,,,,Auto,,e-motor,170 and 335 kW electric motors,,,,"",AWD
Sedan/Wagon,Taycan Turbo Cross Turismo,2022,Porsche,Electric,204,,72.0,72.0,72.0,,,,Auto,,e-motor,175 and 355 kW electric motors,,,,"",AWD
Sedan/Wagon,Taycan Turbo S,2022,Porsche,Electric,201,,69.0,71.0,70.0,,,,Auto,,e-motor,190 and 335 kW electric motors,,,,"",AWD
Sedan/Wagon,Taycan Turbo S Cross Turismo,2022,Porsche,Electric,202,,74.0,73.0,73.0,,,,Auto,,e-motor,175 and 355 kW electric motors,,,,"",AWD
Pickup,1500 4X2,2022,Ram,Hybrid Electric,,,,,,20.0,25.0,22.0,Auto,,SI,3.6L,6,,,"",RWD
Pickup,1500 4X2,2022,Ram,Hybrid Electric,,,,,,18.0,23.0,20.0,Auto,,SI,5.7L,8,,,"",RWD
Pickup,1500 4X4,2022,Ram,Hybrid Electric,,,,,,18.0,22.0,19.0,Auto,,SI,5.7L,8,,,"",4WD
Pickup,1500 4X4,2022,Ram,Hybrid Electric,,,,,,19.0,24.0,21.0,Auto,,SI,3.6L,6,,,"",4WD
Pickup,1500 HFE 4X2,2022,Ram,Hybrid Electric,,,,,,20.0,26.0,23.0,Auto,,SI,3.6L,6,,,"",RWD
SUV,R1S,2022,Rivian ,Electric,316,,73.0,65.0,69.0,,,,Auto,,e-motor,"162, 162, 163, 163 kW ",,,,"",Part-Time 4WD
Pickup,R1T,2022,Rivian ,Electric,314,,74.0,66.0,70.0,,,,Auto,,e-motor,"162, 162, 163, 163 kW ",,,,"",Part-Time 4WD
Sedan/Wagon,Model 3 (Long Range) AWD,2022,Tesla,Electric,353,,134.0,126.0,131.0,,,,Auto,,e-motor,98 kW and 195 kW electric motors,,,,"",AWD
Sedan/Wagon,Model 3 Performance AWD,2022,Tesla,Electric,315,,118.0,107.0,113.0,,,,Auto,,e-motor,131kW and 190 kW electric motors,,,,"",AWD
Sedan/Wagon,Model 3 RWD,2022,Tesla,Electric,272,,138.0,126.0,132.0,,,,Auto,,e-motor,192 kW electric motor,,,,"",RWD
Sedan/Wagon,Model S ,2022,Tesla,Electric,405,,124.0,115.0,120.0,,,,Auto,,e-motor,247 kW dual electric motors,,,,"",AWD
Sedan/Wagon,"Model S Plaid (19"" Wheels)",2022,Tesla,Electric,396,,119.0,112.0,116.0,,,,Auto,,e-motor,250 kW electric motors (X3),,,,"",AWD
Sedan/Wagon,"Model S Plaid (21"" Wheels)",2022,Tesla,Electric,348,,102.0,99.0,101.0,,,,Auto,,e-motor,250 kW electric motors (X3),,,,"",AWD
SUV,Model X AWD,2022,Tesla,Electric,348,,107.0,97.0,102.0,,,,Auto,,e-motor,243 and 248 kW electric motors,,,,"",AWD
SUV,"Model X Plaid (20"" Wheels)",2022,Tesla,Electric,333,,103.0,93.0,98.0,,,,Auto,,e-motor,230kW electric motors (X3),,,,"",AWD
SUV,"Model X Plaid (22"" Wheels)",2022,Tesla,Electric,311,,94.0,88.0,91.0,,,,Auto,,e-motor,230kW electric motors (X3),,,,"",AWD
SUV,Model Y AWD,2022,Tesla,Electric,279,,129.0,116.0,123.0,,,,Auto,,e-motor,91 and 200 kW electric motors,,,,"",AWD
SUV,Model Y (Long Range) AWD,2022,Tesla,Electric,330,,127.0,117.0,122.0,,,,Auto,,e-motor,91 and 200 kW electric motors,,,,"",AWD
SUV,Model Y Performance AWD,2022,Tesla,Electric,303,,115.0,106.0,111.0,,,,Auto,,e-motor,133 and 179 kW electric motors,,,,"",AWD
SUV,Model Y RWD,2022,Tesla,Electric,244,,140.0,119.0,129.0,,,,Auto,,e-motor,209 kW electric motor,,,,"",RWD
Sedan/Wagon,Avalon Hybrid ,2022,Toyota,Hybrid Electric,,,,,,43.0,43.0,43.0,Auto,,SI,2.5L,4,,,"",FWD
Sedan/Wagon,Avalon Hybrid XLE,2022,Toyota,Hybrid Electric,,,,,,43.0,44.0,44.0,Auto,,SI,2.5L,4,,,"",FWD
Sedan/Wagon,Camry Hybrid LE,2022,Toyota,Hybrid Electric,,,,,,51.0,53.0,52.0,Auto,,SI,2.5L,4,,,"",FWD
Sedan/Wagon,Camry Hybrid SE/XLE/XSE,2022,Toyota,Hybrid Electric,,,,,,44.0,47.0,46.0,Auto,,SI,2.5L,4,,,"",FWD
Sedan/Wagon,Corolla Hybrid,2022,Toyota,Hybrid Electric,,,,,,53.0,52.0,52.0,Auto,,SI,1.8L,4,,,"",FWD
SUV,Highlander Hybrid,2022,Toyota,Hybrid Electric,,,,,,36.0,35.0,36.0,Auto,,SI,2.5L,4,,,"",RWD
SUV,Highlander Hybrid AWD,2022,Toyota,Hybrid Electric,,,,,,35.0,35.0,35.0,Auto,,SI,2.5L,4,,,"",AWD
SUV,Highlander Hybrid AWD LTD/PLAT,2022,Toyota,Hybrid Electric,,,,,,35.0,34.0,35.0,Auto,,SI,2.5L,4,,,"",AWD
Sedan/Wagon,Mirai LE,2022,Toyota,Hydrogen Fuel Cell,,,76.0,71.0,74.0,,,,Auto,,FC,134 kW electric motor,,,,"",RWD
Sedan/Wagon,Mirai Limited,2022,Toyota,Hydrogen Fuel Cell,,,67.0,64.0,65.0,,,,Auto,,FC,134 kW electric motor,,,,"",RWD
Sedan/Wagon,Mirai XLE,2022,Toyota,Hydrogen Fuel Cell,,,76.0,71.0,74.0,,,,Auto,,FC,134 kW electric motor,,,,"",RWD
Sedan/Wagon,Prius,2022,Toyota,Hybrid Electric,,,,,,54.0,50.0,52.0,Auto,,SI,1.8L,4,,,"",FWD
Sedan/Wagon,Prius AWD,2022,Toyota,Hybrid Electric,,,,,,51.0,47.0,49.0,Auto,,SI,1.8L,4,,,"",AWD
Sedan/Wagon,Prius Eco,2022,Toyota,Hybrid Electric,,,,,,58.0,53.0,56.0,Auto,,SI,1.8L,4,,,"",FWD
Sedan/Wagon,Prius Prime,2022,Toyota,Plug-in Hybrid Electric,25,640,,,133.0,55.0,53.0,54.0,Auto,,SI,1.8L,4,,,"",FWD
SUV,RAV4 Hybrid AWD,2022,Toyota,Hybrid Electric,,,,,,41.0,38.0,40.0,Auto,,SI,2.5L,4,,,"",AWD
Sedan/Wagon,RAV4 Prime AWD,2022,Toyota,Plug-in Hybrid Electric,42,600,,,94.0,40.0,36.0,38.0,Auto,,SI,2.5L,4,,,"",AWD
Van,Sienna AWD,2022,Toyota,Hybrid Electric,,,,,,35.0,36.0,35.0,Auto,,SI,2.5L,4,,,"",AWD
Pickup,TUNDRA 2WD,2022,Toyota,Hybrid Electric,,,,,,20.0,24.0,22.0,Auto,,SI,3.4L,6,,,"",RWD
Pickup,TUNDRA 4WD,2022,Toyota,Hybrid Electric,,,,,,19.0,22.0,20.0,Auto,,SI,3.4L,6,,,"",Part-Time 4WD
Pickup,TUNDRA 4WD PRO,2022,Toyota,Hybrid Electric,,,,,,18.0,20.0,19.0,Auto,,SI,3.4L,6,,,"",Part-Time 4WD
SUV,Venza AWD,2022,Toyota,Hybrid Electric,,,,,,40.0,37.0,39.0,Auto,,SI,2.5L,4,,,"",AWD
SUV,ID.4 AWD Pro,2022,Volkswagen,Electric,251,,106.0,96.0,101.0,,,,Auto,,e-motor,80 and 150 kW electric motors,,,,"",AWD
SUV,ID.4 AWD Pro S,2022,Volkswagen,Electric,245,,100.0,90.0,95.0,,,,Auto,,e-motor,80 and 150 kW electric motors,,,,"",AWD
SUV,ID.4 Pro,2022,Volkswagen,Electric,275,,116.0,98.0,107.0,,,,Auto,,e-motor,150 kW electric motor,,,,"",RWD
SUV,ID.4 Pro S,2022,Volkswagen,Electric,262,,110.0,93.0,102.0,,,,Auto,,e-motor,150 kW electric motor,,,,"",RWD
SUV,C40 Recharge Twin,2022,Volvo,Electric,226,,94.0,80.0,87.0,,,,Auto,,e-motor,150 kW electric motors (X2),,,,"",AWD
Sedan/Wagon,S60 T8 AWD Recharge,2022,Volvo,Plug-in Hybrid Electric,22,510,,,69.0,28.0,33.0,30.0,Auto,,SI,2.0L,4,,,"",AWD
Sedan/Wagon,S60 T8 AWD Recharge ext. Range,2022,Volvo,Plug-in Hybrid Electric,40,530,,,74.0,30.0,33.0,31.0,Auto,,SI,2.0L,4,,,"",AWD
Sedan/Wagon,S90 T8 AWD Recharge,2022,Volvo,Plug-in Hybrid Electric,21,490,,,63.0,28.0,31.0,30.0,Auto,,SI,2.0L,4,,,"",AWD
Sedan/Wagon,S90 T8 AWD Recharge ext. Range,2022,Volvo,Plug-in Hybrid Electric,38,500,,,66.0,28.0,31.0,29.0,Auto,,SI,2.0L,4,,,"",AWD
Sedan/Wagon,V60 T8 AWD Recharge,2022,Volvo,Plug-in Hybrid Electric,22,510,,,69.0,28.0,33.0,30.0,Auto,,SI,2.0L,4,,,"",AWD
Sedan/Wagon,V60 T8 AWD Recharge ext. Range,2022,Volvo,Plug-in Hybrid Electric,40,530,,,74.0,30.0,33.0,31.0,Auto,,SI,2.0L,4,,,"",AWD
SUV,XC40 Recharge Twin,2022,Volvo,Electric,223,,92.0,79.0,85.0,,,,Auto,,e-motor,150kW electric motor,,,,"",AWD
SUV,XC60 T8 AWD Recharge,2022,Volvo,Plug-in Hybrid Electric,19,500,,,57.0,24.0,27.0,25.0,Auto,,SI,2.0L,4,,,"",AWD
SUV,XC60 T8 AWD Recharge ext. Range,2022,Volvo,Plug-in Hybrid Electric,36,560,,,63.0,28.0,28.0,28.0,Auto,,SI,2.0L,4,,,"",AWD
SUV,XC90 T8 AWD Recharge,2022,Volvo,Plug-in Hybrid Electric,18,520,,,55.0,26.0,28.0,27.0,Auto,,SI,2.0L,4,,,"",AWD
SUV,XC90 T8 AWD Recharge ext. Range,2022,Volvo,Plug-in Hybrid Electric,36,530,,,66.0,25.0,27.0,26.0,Auto,,SI,2.0L,4,,,"",AWD
Sedan/Wagon,NSX,2021,Acura,Hybrid Electric,,,,,,21.0,22.0,21.0,Auto,,SI,3.5L,6,,,"",
Sedan/Wagon,A4 allroad quattro,2021,Audi,Hybrid Electric,,,,,,24.0,30.0,26.0,Auto,,SI,2.0L,4,,,"",
Sedan/Wagon,A4 quattro,2021,Audi,Hybrid Electric,,,,,,25.0,34.0,28.0,Auto,,SI,2.0L,4,,,"",
Sedan/Wagon,A4 S line quattro,2021,Audi,Hybrid Electric,,,,,,24.0,31.0,27.0,Auto,,SI,2.0L,4,,,"",
Sedan/Wagon,A5 Cabriolet quattro,2021,Audi,Hybrid Electric,,,,,,23.0,31.0,26.0,Auto,,SI,2.0L,4,,,"",
Sedan/Wagon,A5 quattro,2021,Audi,Hybrid Electric,,,,,,24.0,31.0,27.0,Auto,,SI,2.0L,4,,,"",
Sedan/Wagon,A5 Sportback quattro,2021,Audi,Hybrid Electric,,,,,,25.0,34.0,28.0,Auto,,SI,2.0L,4,,,"",
Sedan/Wagon,A5 Sportback S line quattro,2021,Audi,Hybrid Electric,,,,,,24.0,31.0,27.0,Auto,,SI,2.0L,4,,,"",
Sedan/Wagon,A6 Allroad,2021,Audi,Hybrid Electric,,,,,,20.0,26.0,22.0,Auto,,SI,3.0L,6,,,"",
Sedan/Wagon,A6 quattro,2021,Audi,Hybrid Electric,,,,,,22.0,29.0,24.0,Auto,,SI,3.0L,6,,,"",
Sedan/Wagon,A6 quattro,2021,Audi,Hybrid Electric,,,,,,23.0,31.0,26.0,Auto,,SI,2.0L,4,,,"",
Sedan/Wagon,A7 quattro,2021,Audi,Plug-in Hybrid Electric,24,,,,68.0,26.0,34.0,29.0,Auto,,SI,2.0L,4,,,"",""
Sedan/Wagon,A7 quattro,2021,Audi,Hybrid Electric,,,,,,22.0,29.0,24.0,Auto,,SI,3.0L,6,,,"",""
Sedan/Wagon,A8L,2021,Audi,Hybrid Electric,,,,,,15.0,23.0,18.0,Auto,,SI,4.0L,8,,,"",
Sedan/Wagon,A8L,2021,Audi,Plug-in Hybrid Electric,18,,,,53.0,21.0,26.0,23.0,Auto,,SI,3.0L,6,,,"",
Sedan/Wagon,A8L,2021,Audi,Hybrid Electric,,,,,,17.0,26.0,21.0,Auto,,SI,3.0L,6,,,"",
SUV,e-tron,2021,Audi,Electric,222,,78.0,77.0,78.0,,,,Auto,,e-motor,141 kW and 172 kW electric motor,,,,"",
SUV,e-tron Sportback,2021,Audi,Electric,218,,76.0,78.0,77.0,,,,Auto,,e-motor,141 kW and 172 kW electric motor,,,,"",
SUV,Q5,2021,Audi,Hybrid Electric,,,,,,23.0,28.0,25.0,Auto,,SI,2.0L,4,,,"",
SUV,Q5,2021,Audi,Plug-in Hybrid Electric,19,,,,50.0,25.0,29.0,27.0,Auto,,SI,2.0L,4,,,"",
SUV,Q5 Sportback,2021,Audi,Hybrid Electric,,,,,,23.0,28.0,25.0,Auto,,SI,2.0L,4,,,"",
SUV,Q7,2021,Audi,Hybrid Electric,,,,,,18.0,23.0,20.0,Auto,,SI,3.0L,6,,,"",
SUV,Q8,2021,Audi,Hybrid Electric,,,,,,18.0,231.0,20.0,Auto,,SI,3.0L,6,,,"",
Sedan/Wagon,RS 6 Avant,2021,Audi,Hybrid Electric,,,,,,15.0,22.0,17.0,Auto,,SI,4.0L,8,,,"",""
